47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.9000,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8900,3.7220
47.8800,3.7220
47.8900,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8900,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8800,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8600,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8700,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8600,3.7220
47.8700,3.7220
47.8600,3.7220
47.8500,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8500,3.7220
47.8400,3.7220
47.8500,3.7220
47.8500,3.7220
47.8400,3.7220
47.8500,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8500,3.7220
47.8400,3.7220
47.8400,3.7220
47.8400,3.7220
47.8200,3.7220
47.8100,3.7220
47.8000,3.7220
47.8100,3.7220
47.8200,3.7220
47.8400,3.7220
47.8500,3.7220
47.8400,3.7220
47.8200,3.7220
47.8300,3.7220
47.8200,3.7220
47.8200,3.7220
47.8200,3.7220
47.8200,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8000,3.7220
47.8000,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8100,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8100,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.7900,3.7220
47.7900,3.7220
47.7900,3.7220
47.8000,3.7220
47.7900,3.7220
47.8000,3.7220
47.7800,3.7220
47.7900,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.8000,3.7220
47.7700,3.7220
47.7900,3.7220
47.7900,3.7220
47.7700,3.7220
47.7900,3.7220
47.7700,3.7220
47.7800,3.7220
47.7800,3.7220
47.7900,3.7220
47.7800,3.7220
47.7800,3.7220
47.7700,3.7220
47.7700,3.7220
47.7800,3.7220
47.7700,3.7220
47.7700,3.7220
47.7700,3.7220
47.7600,3.7220
47.7700,3.7220
47.7600,3.7220
47.7700,3.7220
47.7700,3.7220
47.7700,3.7220
47.7700,3.7220
47.7700,3.7220
47.7700,3.7220
47.7600,3.7220
47.7600,3.7220
47.7600,3.7220
47.7600,3.7220
47.7600,3.7220
47.7600,3.7220
47.7600,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7500,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7500,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7400,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7300,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7200,3.7220
47.7100,3.7220
47.7200,3.7220
47.7100,3.7220
47.7100,3.7220
47.7100,3.7220
47.7100,3.7220
47.7100,3.7220
47.7100,3.7220
47.7100,3.7220
47.7000,3.7220
47.7100,3.7220
47.7000,3.7220
47.7000,3.7220
47.7100,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.6900,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.7000,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6900,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6800,3.7220
47.6700,3.7220
47.6800,3.7220
47.6800,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6700,3.7220
47.6600,3.7220
47.6600,3.7220
47.6600,3.7220
47.6600,3.7220
47.6600,3.7220
47.6600,3.7220
47.6600,3.7220
47.6500,3.7220
47.6500,3.7220
47.6600,3.7220
47.6600,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6500,3.7220
47.6400,3.7220
47.6400,3.7220
47.6500,3.7220
47.6400,3.7220
47.6500,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6400,3.7220
47.6300,3.7220
47.6400,3.7220
47.6400,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6300,3.7220
47.6200,3.7220
47.6300,3.7220
47.6200,3.7220
47.6300,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6200,3.7220
47.6100,3.7220
47.6100,3.7220
47.6200,3.7220
47.6200,3.7220
47.6100,3.7220
47.6200,3.7220
47.6100,3.7220
47.6200,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6100,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.6000,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5900,3.7220
47.5800,3.7220
47.5900,3.7220
47.5900,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5800,3.7220
47.5700,3.7220
47.5800,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5700,3.7220
47.5600,3.7220
47.5700,3.7220
47.5700,3.7220
47.5600,3.7220
47.5600,3.7220
47.5700,3.7220
47.5700,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5500,3.7220
47.5500,3.7220
47.5500,3.7220
47.5500,3.7220
47.5600,3.7220
47.5600,3.7220
47.5600,3.7220
47.5900,3.7220
47.6300,3.7220
47.6200,3.7220
47.6000,3.7220
47.5900,3.7220
47.5800,3.7220
47.5600,3.7220
47.5500,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5400,3.7220
47.5400,3.7220
47.5400,3.7220
47.5500,3.7220
47.5500,3.7220
47.5400,3.7220
47.5400,3.7220
47.5400,3.7220
47.5400,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5200,3.7220
47.5100,3.7220
47.4800,3.7220
47.4700,3.7220
47.5000,3.7220
47.5200,3.7220
47.5200,3.7220
47.5200,3.7220
47.5200,3.7220
47.5300,3.7220
47.5200,3.7220
47.5100,3.7220
47.5200,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5300,3.7220
47.5100,3.7220
47.5000,3.7220
47.5000,3.7220
47.5100,3.7220
47.5200,3.7220
47.5100,3.7220
47.5200,3.7220
47.5200,3.7220
47.5200,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5100,3.7220
47.5000,3.7220
47.5100,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.5000,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4900,3.7220
47.4800,3.7220
47.4900,3.7220
47.4900,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4800,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4600,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4700,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4600,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4500,3.7220
47.4400,3.7220
47.4500,3.7220
47.4500,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4400,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4300,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4200,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4100,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4100,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.4000,3.7220
47.3900,3.7220
47.3900,3.7220
47.4000,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3900,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3700,3.7220
47.3800,3.7220
47.3800,3.7220
47.3800,3.7220
47.3700,3.7220
47.3800,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3600,3.7220
47.3700,3.7220
47.3700,3.7220
47.3700,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3600,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3500,3.7220
47.3400,3.7220
47.3500,3.7220
47.3500,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3500,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3300,3.7220
47.3400,3.7220
47.3400,3.7220
47.3400,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3200,3.7220
47.3300,3.7220
47.3300,3.7220
47.3300,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3100,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3200,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3000,3.7220
47.3100,3.7220
47.3100,3.7220
47.3100,3.7220
47.3000,3.7220
47.3100,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.3000,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2900,3.7220
47.2800,3.7220
47.2900,3.7220
47.2900,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2800,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2700,3.7220
47.2600,3.7220
47.2700,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2600,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2600,3.7220
47.2600,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2500,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2400,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2300,3.7220
47.2200,3.7220
47.2200,3.7220
47.2300,3.7220
47.2300,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2200,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2200,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2100,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.2000,3.7220
47.1900,3.7220
47.1900,3.7220
47.2000,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1800,3.7220
47.1900,3.7220
47.1800,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1900,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1800,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1700,3.7220
47.1600,3.7220
47.1700,3.7220
47.1600,3.7220
47.1600,3.7220
47.1600,3.7220
47.1600,3.7220
47.1600,3.7220
47.1700,3.7220
47.1600,3.7220
47.1600,3.7220
47.1600,3.7220
47.1500,3.7220
47.1600,3.7220
47.1600,3.7220
47.1500,3.7220
47.1600,3.7220
47.1500,3.7220
47.1500,3.7220
47.1700,3.7220
47.1500,3.7220
47.1500,3.7220
47.1500,3.7220
47.1500,3.7220
47.1500,3.7220
47.1500,3.7220
47.1400,3.7220
47.1500,3.7220
47.1500,3.7220
47.1400,3.7220
47.1500,3.7220
47.1400,3.7220
47.1500,3.7220
47.1400,3.7220
47.1400,3.7220
47.1300,3.7220
47.1400,3.7220
47.1400,3.7220
47.1400,3.7220
47.1400,3.7220
47.1400,3.7220
47.1400,3.7220
47.1300,3.7220
47.1300,3.7220
47.1300,3.7220
47.1400,3.7220
47.1300,3.7220
47.1300,3.7220
47.1400,3.7220
47.1300,3.7220
47.1300,3.7220
47.1300,3.7220
47.1300,3.7220
47.1300,3.7220
47.1300,3.7220
47.1200,3.7220
47.1300,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1200,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1100,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.1000,3.7220
47.0900,3.7220
47.1000,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0900,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0800,3.7220
47.0700,3.7220
47.0700,3.7220
47.0800,3.7220
47.0800,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0700,3.7220
47.0700,3.7220
47.0700,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0600,3.7220
47.0500,3.7220
47.0600,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0500,3.7220
47.0400,3.7220
47.0500,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0400,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0300,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0100,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0200,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0200,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0100,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
46.9900,3.7220
47.0000,3.7220
47.0000,3.7220
47.0000,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9900,3.7220
46.9800,3.7220
46.9900,3.7220
46.9900,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9800,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9700,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9600,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9400,3.7220
46.9500,3.7220
46.9500,3.7220
46.9500,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9400,3.7220
46.9300,3.7220
46.9300,3.7220
